Title,Area,Price,Bedrooms,Bathrooms,Address
Căn hộ ngay bãi biển Đồi Dương TP. Phan Thiết - chỉ với 570 triệu - Căn 2 PN - Sổ hồng vĩnh viễn,64 m²,1.685 tỷ,2,2,"Phan Thiết, Bình Thuận"
Bán căn hộ 45m2 Westbay giá 1.150 tỷ bao phí. liên hệ: 0948 205 ***,45 m²,1.15 tỷ,1,2,"Văn Giang, Hưng Yên"
Bán căn hộ 45m2 Westbay giá 1.150 tỷ bao phí. liên hệ: 0948 205 ***,45 m²,1.15 tỷ,1,1,"Văn Giang, Hưng Yên"
Căn giá tốt 3PN Duplex tại dự án Feliz En Vista giá chỉ 12 tỷ bao hết thuế phí và 5% làm sổ,133 m²,12 tỷ,3,2,"Quận 2, Hồ Chí Minh"
Phòng kinh doanh mở bán căn hộ sân vườn tòa Zen Tower - vay 75% GTCH nhận nhà vẫn chưa phải trả lãi,114 m²,4.5 tỷ,3,2,"Hoàng Mai, Hà Nội"
"Chuyên Antonia: Cặp 2 căn thông tầng cao đẹp, trần cao 3.5m, 163m2, giá tốt, 12.8 tỷ bao thuế phí",163 m²,12.8 tỷ,4,4,"Quận 7, Hồ Chí Minh"
"Kẹt tiền bán gấp căn hộ Sky9 2pn diện tích 50m2 giá chỉ 1750 tỷ, nhà có sổ hồng 0933 591 ***",50 m²,1.75 tỷ,2,1,"Quận 9, Hồ Chí Minh"
Bán nhiều căn hộ 55 - 65 - 67 - 87 m2 giá tốt liên làm việc chính chủ LH 0933 591 ***,55 m²,1.74 tỷ,1,1,"Quận 9, Hồ Chí Minh"
"Cần tiền bán gấp căn Kingston rẻ hơn thị trường 500tr, DT 78m2, 2PN 2WC, full nội thất giá 4,85 tỷ",78 m²,4.85 tỷ,2,2,"Phú Nhuận, Hồ Chí Minh"
"(Giỏ hàng) Sơn Kỳ 1 75m2 2PN 2WC, ban công rộng sổ hồng riêng, giá 2.6 tỷ thương lượng",75 m²,2.6 tỷ,2,2,"Tân Phú, Hồ Chí Minh"
Chủ bán gấp 3PN 96m2 Charm City ngay Vincom Dĩ An 2.330 tỷ full phí thuế 102% bao hồng - HT vay 70%,96 m²,2.33 tỷ,3,3,"Dĩ An, Bình Dương"
"Căn hộ 3 ngủ Aquabay view học viện Golf, giá 3,1 tỷ bao phí. Liên hệ: 0948 205 ***",92 m²,3.1 tỷ,3,2,"Văn Giang, Hưng Yên"
"Bán nhanh CH Wilton Tower (2PN - 68m2 - 4 tỷ), (3PN - 99m2 - 6,2 tỷ). LH: 0935 572 ***",68 m²,4 tỷ,2,0,"Bình Thạnh, Hồ Chí Minh"
"Căn hộ hot nhất Avatar Thủ Đức, thanh toán đợt 1 chỉ 111 triệu, view trực diện Sông Sài Gòn",73 m²,4.23 tỷ,2,2,"Thủ Đức, Hồ Chí Minh"
"Căn hộ Kingdom 101, 2PN, DT: 73m2. Giá chỉ 4,95 tỷ. LH 0903 681 ***Mr. Tài) - PV 24/7",73 m²,4.95 tỷ,2,2,"Quận 10, Hồ Chí Minh"
"Bán gấp căn hộ 57m2, 2PN, 1WC dự án Sudico Mỹ Đình Sông Đà LH: 0394 321 *** xem nhà",57 m²,2 tỷ,2,0,"Nam Từ Liêm, Hà Nội"
"Duy nhất căn 2PN tại BRG 16 Láng Hạ giá 6,8 tỷ/82m2, CK 8%, HTLS 0%, full nội thất, cạnh công viên",82 m²,6.8 tỷ,2,1,"Ba Đình, Hà Nội"
"Căn 3PN 2VS tầng 18;22;28;34 căn 88m2 Vinhomes Smart City, view công viên, bể bơi giá gốc CĐT",88 m²,3.7 tỷ,3,2,"Nam Từ Liêm, Hà Nội"
Căn này rẻ nhất Tòa M2 - Eco Green Sài Gòn - LH 0902 802 *** Em Long,68 m²,3.65 tỷ,2,2,"Quận 7, Hồ Chí Minh"
Bán cắt lỗ căn hộ studio Sky Oasis giá 1020tr bao phí. Liên hệ: 0948 205 ***,30 m²,1.02 tỷ,1,2,"Văn Giang, Hưng Yên"
"Chính chủ cần bán lỗ 2 căn hộ Lavita Thuận An, căn góc 3PN và 2PN, bán lỗ 100tr/căn so với giá mua",91 m²,2.842 tỷ,3,1,"Thuận An, Bình Dương"
"Chính chủ cần tiền bán lỗ 200tr căn 2PN, view nội khu, giá bán 4,4 tỷ bao thuế phí sang nhượng",72 m²,4.4 tỷ,2,2,"Quận 9, Hồ Chí Minh"
"Chính chủ cần tiền bán lỗ 200tr căn 2PN, view nội khu, giá bán 4,4 tỷ bao thuế phí sang nhượng",72 m²,4.4 tỷ,2,2,"Quận 9, Hồ Chí Minh"
"Bán nhanh 2PN+1 Vinhomes Ocean Park tầng trung, nội thất cơ bản giá 1,56 tỷ bao phí. LH 0966 330 ***",60 m²,1.56 tỷ,2,1,"Gia Lâm, Hà Nội"
"Chủ cần bán căn 2 phòng ngủ 78m2 Vinhomes Bason Quận 1, giá rẻ hơn thị trường 2 tỷ, tin thật",78 m²,7.7 tỷ,2,2,"Quận 1, Hồ Chí Minh"
"Cần bán gấp căn hộ Cosmo City Quận 7, 72m2, 2PN, 2WC, SHR, LH 0582 045 *** Phụng",72 m²,Giá thỏa thuận,2,2,"Quận 7, Hồ Chí Minh"
"Chính chủ cần bán căn hộ 2PN, 2WC view thoáng nhất dự án Home City, LH: 0394 321 *** để hẹn xem nhà",70 m²,3 tỷ,2,2,"Cầu Giấy, Hà Nội"
"Cần bán chung cư Diamond Riverside full nội thất giá 2,6 tỷ",72 m²,2.6 tỷ,2,2,"Quận 8, Hồ Chí Minh"
"Cần gấp - bán chung cư H1 Lê Thanh Nghị - Thanh Nhàn - Hai Bà Trưng, về ở luôn, giá rẻ",48 m²,658 triệu,2,1,"Hai Bà Trưng, Hà Nội"
Cần bán căn 2PN 74m2 CC Botanica Premier đường Hồng Hà full nội thất cao cấp giá 4 tỷ,74 m²,4 tỷ,2,2,"Tân Bình, Hồ Chí Minh"
Cần bán căn 1PN + 1 DT 57m2 The Botanica Phổ Quang giá bán nhanh 3 tỷ bao hết phí (NT y hình),57 m²,3 tỷ,2,1,"Tân Bình, Hồ Chí Minh"
"Cần bán căn 2PN, Vinhomes, giá 4.5 tỷ, DT 80m2, bàn giao hoàn thiện. Lh 0901 824 *** Thanh",80 m²,4.5 tỷ,2,0,"Bình Thạnh, Hồ Chí Minh"
"Tôi cần bán gấp căn 1PN The Prince Nguyễn Văn Trỗi DT 49m2 full nội thất giá 3.55 tỷ, đã có sổ hồng",49 m²,3.55 tỷ,1,0,"Phú Nhuận, Hồ Chí Minh"
"Cần bán CH Saigonres 2PN - 76m2 - 2,6 tỷ, 3pn - 3.2 tỷ. LH: 0935 572 *** Mạnh",76 m²,2.6 tỷ,2,1,"Bình Thạnh, Hồ Chí Minh"
"Bán căn hộ 2PN, 2WC nhà đẹp tại chung cư Vinhomes Gardenia, liên hệ: 0394 321 *** xem nhà 24/7",79.9 m²,3.4 tỷ,2,2,"Nam Từ Liêm, Hà Nội"
"Chính chủ cần bán gấp ch 63m2 thiết kế 2PN, 2WC tại dự án Iris Garden giá 2tỷ 450 có thương lượng",63 m²,2.45 tỷ,2,2,"Nam Từ Liêm, Hà Nội"
"Chính chủ bán chung cư Thủy Lợi 4, 2PN, 2WC, 94m2 - 3 tỷ. Liên hệ: 0935 572 ***",94 m²,3 tỷ,2,2,"Bình Thạnh, Hồ Chí Minh"
Bán căn góc 2PN 58m2 chung cư cao cấp Vinhomes Green Bay view hồ full nội thất xịn ở + cho thuê tốt,58 m²,2.8 tỷ,2,2,"Nam Từ Liêm, Hà Nội"
Bán căn số 7 hoa hậu chung cư tòa E4 Ciputra giá rẻ nhất thị trường. LH 0967 648 ***,153 m²,7.3 tỷ,3,1,"Tây Hồ, Hà Nội"
"Tôi cần bán căn The Prince Nguyễn Văn Trỗi 3PN 94m2 full nội thất, giá 7 tỷ đã có sổ hồng",94 m²,7 tỷ,3,2,"Phú Nhuận, Hồ Chí Minh"
Chính Chủ Bán Căn 2 pn đẹp nhất tòa Mandarin - dt 127 m2 - Ban công Đông Nam - 6 tỷ - LH 0988 246 ***,127 m²,6 tỷ,2,3,"Cầu Giấy, Hà Nội"
"Bán Nhanh căn hộ cao cấp M8. The Peak, Quận 7, Hồ Chí Minh. 130 m2 3PN 2WC. Giá chỉ 11,5 tỷ full",130 m²,11.5 tỷ,3,2,"Quận 7, Hồ Chí Minh"
"Bán Nhanh căn hộ cao cấp M8. The Peak, Quận 7, Hồ Chí Minh. 130 m2 3PN 2WC. Giá chỉ 11,5 tỷ full",130 m²,11.5 tỷ,3,2,"Quận 7, Hồ Chí Minh"
"Chính chủ bán gấp CH Thủy Lợi 4, 3PN DT 125m2, sổ hồng, 4.6 tỷ, LH: 0932 192 *** Hiếu 9 (nhà đẹp)",125 m²,4.6 tỷ,3,2,"Bình Thạnh, Hồ Chí Minh"
Bán căn hộ lofthouse sân vườn Phú Hoàng Anh 300m2 5PN 3WC 5.5 tỷ sổ hồng LH 0935 926 *** Bầu Đức,300 m²,5.5 tỷ,5,3,"Nhà Bè, Hồ Chí Minh"
Bán căn hộ 2PN Vinhomes Golden River Ba Son 80m2 NT sang trọng view thoáng. Lh: 0907 278 ***,80 m²,7.6 tỷ,2,2,"Quận 1, Hồ Chí Minh"
"CC bán căn hộ 3PN, 108m2, chung cư Thăng Long Number One. Sổ đỏ CC. Giá 4.5 tỷ. LH: 0936 031 ***",108 m²,4.5 tỷ,3,2,"Cầu Giấy, Hà Nội"
Cắt lỗ - Chung cư giá rẻ E1 Thanh Nhàn - Võ Thị Sáu - Hai Bà Trưng - Nhận nhà luôn - Chính chủ,50 m²,850 triệu,2,1,"Hai Bà Trưng, Hà Nội"
Bán căn hộ Lofthouse Phú Hoàng Anh 150m2 3PN 3.2 tỷ trệt + lửng thiết kế hiện đại call 0933 689 ***,150 m²,3.2 tỷ,3,2,"Nhà Bè, Hồ Chí Minh"
"Chính chủ bán căn duplex toà nhà Mandarin - DT 268m2 - View nội khu - giá 14,5 tỷ - LH 0988 246 ***",268 m²,14.5 tỷ,4,4,"Cầu Giấy, Hà Nội"
"Rổ hàng Origami độc quyền căn đẹp giá tốt nhất dự án chỉ từ 2,6 tỷ cho căn 2 phòng ngủ",59 m²,Giá thỏa thuận,2,1,"Quận 9, Hồ Chí Minh"
Chỉ với 1.7 tỷ Sở hữu ngay căn hộ biển cao cấp ngay bãi sau Thành Phố Vũng Tàu. Hotline: 0398 723 ***,35 m²,1.7 tỷ,1,1,"Vũng Tàu, Bà Rịa Vũng Tàu"
"Chính chủ gửi bán căn 2PN, 2WC tại dự án Golden Palace Mễ Trì, LH: 0394 321 *** xem nhà 24/7",85 m²,2.7 tỷ,2,0,"Nam Từ Liêm, Hà Nội"
Chủ kẹt tiền cần bán gấp CH Sài Gòn South 2PN 2WC 3.3 tỷ full nội thất LH 0933 689 *** Phi Long,71.42 m²,3.3 tỷ,2,2,"Nhà Bè, Hồ Chí Minh"
"Bán CH Phú Hoàng Anh 129m2 3PN 3WC 2.8 tỷ tốt nhất hiện nay, LH 0935 926 ***",129 m²,2.8 tỷ,3,2,"Nhà Bè, Hồ Chí Minh"
"Bán căn hộ Phú Hoàng Anh 2PN 88m2 giá chỉ 2.4 tỷ nhà đầy đủ nội thất view sông, LH 0935 926 ***",88 m²,2.4 tỷ,2,3,"Nhà Bè, Hồ Chí Minh"
"Bán CH Sài Gòn South 3PN 2WC 95m2 3.8 tỷ giá tốt nhất, LH 0935 926 *** Bầu Đức",95 m²,3.8 tỷ,3,2,"Nhà Bè, Hồ Chí Minh"
Bán căn hộ A8.9.xx view Đại Lộ sôi động và thoáng mát - Diamond Alnata Plus,88.8 m²,5.59 tỷ,2,2,"Tân Phú, Hồ Chí Minh"
Cắt lỗ - Bán chung cư D1 Khâm Thiên - Ô Chợ Dừa - Đống Đa - Nội thất đầy đủ. Giá sốc,48 m²,800 triệu,2,2,"Đống Đa, Hà Nội"
Bán CH Sunrise Riverside 70m2 2PN 2WC tầng cao view hồ bơi 2.8 tỷ. LH: 0933 689 *** Phi Long,70 m²,2.8 tỷ,2,1,"Nhà Bè, Hồ Chí Minh"
Chính chủ! Bán chung cư H1 Xã Đàn - Phạm Ngọc Thạch - Đống Đa - full nội thất - giá rẻ,45 m²,598 triệu,2,2,"Đống Đa, Hà Nội"
"Cần bán căn hộ 2PN Gelexia 885 Tam Trinh, Yên Sở, Hoàng Mai",68 m²,2.35 tỷ,2,1,"Hoàng Mai, Hà Nội"
"BQL B6 Giảng Võ - The Golden Armor cần bán căn hộ 2 - 3 - 4PN, 70 - 137m2, giá từ 5 tỷ",70 m²,5 tỷ,2,0,"Ba Đình, Hà Nội"
Bán Sunrise City Central 99m2 có ban công full nội thất giá 4.7tỷ còn thương lượng,99 m²,4.7 tỷ,2,2,"Quận 7, Hồ Chí Minh"
"Bán Sunrise City View 3PN full nội thất view đẹp, bán 4.9 tỷ còn thương lượng khách có thiện chí",105 m²,4.9 tỷ,3,2,"Quận 7, Hồ Chí Minh"
"Bán Sunrise City View 3PN full nội thất view đẹp, bán 4.9 tỷ còn thương lượng khách có thiện chí",105 m²,4.9 tỷ,3,2,"Quận 7, Hồ Chí Minh"
Bán nhanh căn hộ CT2B CC 789 Xuân Đỉnh 75m2 2N 2WC full nội thất giá nhỉnh 3 tỷ,75 m²,3.15 tỷ,2,2,"Bắc Từ Liêm, Hà Nội"
"Tôi chính chủ bán căn 2 ngủ, 2 vệ sinh. DT 70m2 tại toà Samsora Premier, full nội thất, giá: 2.5 tỷ",70 m²,2.5 tỷ,2,2,"Hà Đông, Hà Nội"
Căn 3PN GH08 lầu cao view đẹp suất NNN bán lại rẻ hơn giá VN LH: 0909 964 ***,130 m²,18 tỷ,3,2,"Bình Thạnh, Hồ Chí Minh"
"Em chính chủ cần bán căn 95m2, giá 2 tỷ 630",95 m²,2.63 tỷ,3,2,"Quận 8, Hồ Chí Minh"
"Cần bán gấp căn hộ cao cấp Vinhomes Golden River 3PN, view sông, Quận 1, giá tốt nhất thị trường",121 m²,15.5 tỷ,3,2,"Quận 1, Hồ Chí Minh"
Bán gấp căn góc - 4PN - BRG Lê Văn Lương - Thanh Xuân - 10 Tỷ,158 m²,10 tỷ,4,3,"Thanh Xuân, Hà Nội"
"Chính chủ bán gấp căn 1N + 1,1VS 47m2, 1.2 tỷ, KDT Vinhomes Ocean Park",47 m²,1.2 tỷ,1,0,"Gia Lâm, Hà Nội"
"Nhà mới 100%, nay ngộp bank, bán cắt lỗ 200tr, Eco Green Sài Gòn",70 m²,4 tỷ,2,1,"Quận 7, Hồ Chí Minh"
Bán căn hộ Vinhomes Golden River Ba Son 120.8m2 3PN view nhìn toàn cảnh sông Sài Gòn. LH 0901 692 ***,120.8 m²,15 tỷ,3,2,"Quận 1, Hồ Chí Minh"
Bán căn hộ Sài Gòn South 75m2 2PN 2WC 3.2 tỷ bao thuế phí LH 0935 926 *** Bầu Đức,75 m²,3.2 tỷ,2,2,"Nhà Bè, Hồ Chí Minh"
Bán CH Sunrise Riverside 100m2 3PN 2WC 4.1 tỷ nội thất cao cấp view mát LH 0935 926 *** Bầu Đức,100 m²,4.1 tỷ,3,2,"Nhà Bè, Hồ Chí Minh"
Bán căn hộ Sài Gòn South 100m2 3P 2WC nội thất cao cấp bán 4.4 tỷ view đẹp LH 0935 926 ***,100 m²,4.4 tỷ,3,2,"Nhà Bè, Hồ Chí Minh"
Cắt lỗ - chung cư C1 Lê Hồng Phong - Đội Cấn - Ba Đình - full nội thất. Giá rẻ,50 m²,846 triệu,2,2,"Ba Đình, Hà Nội"
Bảng giá Sunrise City - City View cập nhật T3/2023. LH xem nhà 0901 853 ***,125 m²,5.7 tỷ,3,1,"Quận 7, Hồ Chí Minh"
Bán căn hộ Sài Gòn South 71m2 2PN 2WC 3.3 tỷ đầy đủ nội thất vào ở luôn. LH 0933 689 ***,71.42 m²,3.3 tỷ,2,2,"Nhà Bè, Hồ Chí Minh"
Bán căn hộ Sài Gòn South 65m2 đầy đủ nội thất 3.3 tỷ. LH 0933 689 *** Phi Long,65 m²,3.3 tỷ,2,2,"Nhà Bè, Hồ Chí Minh"
Bán căn hộ Sài Gòn South 65m2 đầy đủ nội thất 3.3 tỷ. LH 0933 689 *** Phi Long,65 m²,3.3 tỷ,2,2,"Nhà Bè, Hồ Chí Minh"
Cần bán căn chính chủ Pega 2 giá tốt chỉ 1.800 tỷ,52 m²,1.8 tỷ,1,1,"Quận 8, Hồ Chí Minh"
"Bán nhanh căn hộ 3PN, 120m2, view thoáng, dự án Vinhomes Central Park giá 8,1 tỷ BH. LH 0907 278 ***",120 m²,8.1 tỷ,3,2,"Bình Thạnh, Hồ Chí Minh"
Chính chủ! Bán chung cư S1 Đội Cấn - Giang Văn Minh - Ba Đình - Full nội thất - Giá rẻ,45 m²,640 triệu,2,1,"Ba Đình, Hà Nội"
Bán căn hộ Sunrise Riverside 105m2 3PN 2 ban cong góc 2 view đẹp nhất dự án 4.1 tỷ. LH 0935 926 ***,105 m²,4.1 tỷ,3,2,"Nhà Bè, Hồ Chí Minh"
"Chủ gửi bán căn hộ 70m2 2PN, 2WC giá 2 tỷ 9 tại dự án Home City xem nhà LH: 0332 951 *** xem nhà 24/7",70 m²,2.9 tỷ,2,2,"Cầu Giấy, Hà Nội"
Hot cần bán gấp Sunrise Riverside 83m2 3PN 2WC nội thất cao cấp 3.4 tỷ LH 0933 689 *** Phi Long,83 m²,3.4 tỷ,3,2,"Nhà Bè, Hồ Chí Minh"
Bán gấp căn hộ Sunrise Riverside 70m2 2PN 2WC 2.8 tỷ duy nhất 1 căn. LH 0933 689 *** Phi Long,70 m²,2.8 tỷ,2,2,"Nhà Bè, Hồ Chí Minh"
"Giá Chuẩn CĐT - chung cư H2 Đội Cấn - Giang Văn Minh 33 - 55m2, giảm 50tr mỗi căn, full nội thất",50 m²,Giá thỏa thuận,2,1,"Ba Đình, Hà Nội"
Căn hộ 2PN gác lửng Q7 tặng 5 năm PQL thanh toán 1%/tháng ngân hàng hỗ trợ 50% tặng tiền nội thất,60 m²,Giá thỏa thuận,2,2,"Quận 7, Hồ Chí Minh"
Bán căn hộ Sunrise Riverside 70m2 2PN 2WC 2.9 tỷ đầy đủ nội thất view sông LH. 0935 926 *** Bầu Đức,70 m²,2.9 tỷ,2,0,"Nhà Bè, Hồ Chí Minh"
Bán căn hộ Sunrise Riverside 83m2 3PN 2WC 3.25 tỷ nôi thât cao cấp LH 0933 689 ***,83 m²,3.25 tỷ,3,2,"Nhà Bè, Hồ Chí Minh"
Hót kẹt bán lỗ thêm 500 triệu căn hộ Sunrise Riverside 93m2 3PN 2PN 3.7 tỷ full LH 0933 689 ***,93 m²,3.7 tỷ,3,2,"Nhà Bè, Hồ Chí Minh"
"Chính chủ bán - chung cư A5 Giải Phóng - Phố Vọng, ở ngay, full nội thất, tặng vàng 9999",40 m²,600 triệu,2,2,"Hai Bà Trưng, Hà Nội"
"Căn hộ cao cấp giá tốt tại chung cư Sun Grand City - 69B Thụy Khê, 123m2, 3PN, đủ đồ giá bán 9,8 tỷ",123 m²,9.8 tỷ,3,1,"Tây Hồ, Hà Nội"
"Bán căn hộ Vinhomes Central Park, 2PN, 83m2, view thoáng, giá tốt nhất thị trường LH: 0907 278 ***",83 m²,5.1 tỷ,2,2,"Bình Thạnh, Hồ Chí Minh"
"Bán căn góc Diamond Riverside 2pn, 2wc giá 2tỷ5",72 m²,2.5 tỷ,2,2,"Quận 8, Hồ Chí Minh"
"Không còn nghi ngờ gì nữa, căn 3PN Feliz en Vista giá cực sốc, thấp nhất thị trường ngày 10/4/2023",106 m²,7.5 tỷ,3,2,"Quận 2, Hồ Chí Minh"
"Feliz En Vista hàng ngộp bán gấp 04/2023. Anh chị ơi, không mua lúc này thì mua lúc nào nữa ạ?",57.77 m²,4.25 tỷ,1,3,"Quận 2, Hồ Chí Minh"
"SIÊU PHẨM! DUPLEX THE VIEW 145m2, 3PN, 2WC, nội thất cao cấp, cực đẹp, giá yêu 8,9 tỷ",145 m²,8.9 tỷ,3,1,"Quận 7, Hồ Chí Minh"
"SIÊU PHẨM! DUPLEX THE VIEW 145m2, 3PN, 2WC, nội thất cao cấp, cực đẹp, giá yêu 8,9 tỷ",145 m²,8.9 tỷ,3,2,"Quận 7, Hồ Chí Minh"
Bán 10 căn hộ 3PN giá tốt nhất Thăng Long Number One 108m2 - 143m2 từ 43tr/m2. LH: 0988 751 ***,111.9 m²,4.81 tỷ,3,2,"Cầu Giấy, Hà Nội"
"Bán cắt lỗ căn hộ 4PN, dự án Vinhomes Skylake - Phạm Hùng full nội thất, giá 12 tỷ",155 m²,12 tỷ,4,3,"Nam Từ Liêm, Hà Nội"
"Chính chủ - bán chung cư K1 Minh Khai - Gốc Đề - Hoàng Mai 35 - 55m2, full nội thất, giảm 50tr căn",46 m²,600 triệu,2,1,"Hoàng Mai, Hà Nội"
Chính chủ bán gấp căn 6 góc 3PN Golden Palace 105m2 - 116m2 - 125m2 giá từ 33.5tr/m2. LH 0988 751 ***,105 m²,3.57 tỷ,3,2,"Nam Từ Liêm, Hà Nội"
Giỏ hàng độc quyền CĐT-căn hộ 1PN-2PN-3PN full nội thất chiết khấu 10% thanh toán chỉ 30% nhận nhà,67.82 m²,5.5 tỷ,2,2,"Quận 4, Hồ Chí Minh"
Bán nhanh căn hộ Green Field (2PN - 65m2 - 2.7 tỷ) ( 3pn - 4 tỷ) thương lượng. Liên hệ: 0935 572 ***,65 m²,2.7 tỷ,2,2,"Bình Thạnh, Hồ Chí Minh"
"Bán quỹ ngoại giao 3PN 112,6m2 Đông Nam dự án Grand Sunlake Văn Quán view hồ rẻ hơn CĐT 200tr",112.6 m²,5.15 tỷ,3,2,"Hà Đông, Hà Nội"
Gia đình định cư nên cần bán căn 73m2 giá 1tỷ950,70 m²,1.95 tỷ,2,2,"Quận 8, Hồ Chí Minh"
"Chính chủ bán căn góc số 18 - OC2A, phòng khách và phòng ngủ view trực biển cực đẹp. Giá yêu thương",61.74 m²,Giá thỏa thuận,2,2,"Nha Trang, Khánh Hòa"
Vợ chồng em chuyển cong tác nên cần bán cực gấp căn hộ chung cư 3 phòng ngủ 124m2 - Tòa nhà Roman,124 m²,4 tỷ,3,0,"Nam Từ Liêm, Hà Nội"
"Căn hộ cao cấp ngay Vsip1, mặt tiền Đại Lộ Bình Dương",72 m²,2.2 tỷ,2,0,"Thuận An, Bình Dương"
Bán căn hộ Vinhomes Golden River Ba Son 58.8m2 1PN view Bitexco và sông,58.8 m²,5.8 tỷ,1,2,"Quận 1, Hồ Chí Minh"
Bán gấp căn hộ Thuỷ Lợi 4 (2PN - 83m2 - 3.5 tỷ) (3PN - 122m2 - 4.7 tỷ). LH: 0935 572 *** Mạnh,83 m²,3.5 tỷ,2,1,"Bình Thạnh, Hồ Chí Minh"
Bán căn hộ 2 ngủ 2 WC toà SA5 giá 2.280 tỷ trực tiếp CĐT - Hỗ trợ vay 70% miễn gốc lãi 24 tháng,60 m²,2.28 tỷ,2,2,"Nam Từ Liêm, Hà Nội"
Vợ chồng e cần bán căn hộ 3 pn - 122m2 - ban công Tây Bắc - giá 5 tỷ - LH 0988 246 *** full đồ,122 m²,5 tỷ,3,2,"Thanh Xuân, Hà Nội"
"Bán CH 3PN (124.7m2) 2 mặt thoáng - 2 ban công tại Mỹ Đình Pearl, hoàn thiện tốt. LH: 0988 751 ***",124.7 m²,7.8 tỷ,3,0,"Nam Từ Liêm, Hà Nội"
Quản lý giỏ hàng giá ngợp oxy 1 - 3PN Beverly cắt lỗ từ 100 - 500 triệu liên hệ 0932 778 ***,78.9 m²,3.85 tỷ,2,3,"Quận 9, Hồ Chí Minh"
"Cần bán căn góc 3PN (114m2) rẻ nhất thị trường tại The Matrix One, view công viên, giá 7.1 tỷ",114 m²,7.1 tỷ,3,2,"Nam Từ Liêm, Hà Nội"
Cần bán căn hộ sân vườn tầng 3 Terrace Maldives rẻ nhất Đảo Kim Cương LH: Nghĩa 0943 999 ***,180 m²,19 tỷ,3,2,"Quận 2, Hồ Chí Minh"
Quản lý giỏ hàng giá ngợp oxy 1 - 3PN Beverly cắt lỗ từ 100 - 500 triệu liên hệ 0932 778 ***,78.9 m²,3.85 tỷ,2,2,"Quận 9, Hồ Chí Minh"
"Cần bán căn góc 3PN (114m2) rẻ nhất thị trường tại The Matrix One, view công viên, giá 7.1 tỷ",114 m²,7.1 tỷ,3,2,"Nam Từ Liêm, Hà Nội"
Cần bán căn hộ sân vườn tầng 3 Terrace Maldives rẻ nhất Đảo Kim Cương LH: Nghĩa 0943 999 ***,180 m²,19 tỷ,3,2,"Quận 2, Hồ Chí Minh"
"Giỏ hàng chuyển nhượng rất nhiều căn hộ Diamond Island 1 - 2 - 3 - 4PN, Villa giá tốt T3/2023",91 m²,7 tỷ,2,2,"Quận 2, Hồ Chí Minh"
(2.5tỷ) cần tiền bán nhanh căn 2PN 2VS Golden Filed Nguyễn Cơ Thạch 0365 775 ***,65 m²,2.5 tỷ,2,2,"Nam Từ Liêm, Hà Nội"
"Vợ chồng e cần bán nhanh căn hộ CC 3 phòng ngủ ban công Đông Nam 103m2 - Giá 3,5 tỷ LH 0988 246 ***",103 m²,3.5 tỷ,3,0,"Nam Từ Liêm, Hà Nội"
"Chính chủ cần bán gấp CH Terra Royal, Q3, 58m2, 2PN. Giá: 4.5 tỷ, nhà đẹp 100%, LH: 0931 855 ***",58 m²,4.5 tỷ,2,1,"Quận 3, Hồ Chí Minh"
"Chủ nhà cắt lỗ cần bán căn hộ 61m2 2PN, 2WC tại dự án Iris Garden giá 2 tỷ 5 xem nhà LH: 0332 951 ***",61 m²,2.5 tỷ,2,2,"Nam Từ Liêm, Hà Nội"
"Bán lỗ căn 2PN One Verandah, view sông Quận 1, giá chỉ có 5.8 tỷ bao hết",81 m²,5.8 tỷ,2,2,"Quận 2, Hồ Chí Minh"
Chính chủ cần bán nhanh căn hộ 3pn - DT 100m2 - ban công Đông Nam - full nội thất - LH 0988 246 ***,100 m²,3.5 tỷ,3,0,"Nam Từ Liêm, Hà Nội"
"Bán nhanh căn hộ 68m2 2PN, 2WC tại dự án Central Field Trung Kính, anh, chị quan tâm LH: 0394 321 ***",68 m²,3 tỷ,2,0,"Cầu Giấy, Hà Nội"
Căn hộ Studio nhà full nội thất giá chỉ 1 tỷ 050 bao phí. Liên hệ: 0948 205 ***,30 m²,1.05 tỷ,1,2,"Văn Giang, Hưng Yên"
"Chính chủ bán căn hộ 67m2 tại dự án Ecogreen Nguyễn Xiển, giá rẻ LH: 0394 321 *** xem nhà",67 m²,2.3 tỷ,2,1,"Thanh Trì, Hà Nội"
"Chính chủ Bán Ehome 3 ( 2PN /2WC Thiết kế Nhật 1 ty780) , ( Căn 64m2 2PN /2WC 1 tỷ720) sổ hồng sẳn.",64 m²,1.72 tỷ,2,2,"Bình Tân, Hồ Chí Minh"
"Chính chủ cần bán gấp căn hộ 76m2 thiết kế 2pn, 2wc tại dự án CT8 The Emerald giá 3 tỷ",76 m²,3 tỷ,2,2,"Nam Từ Liêm, Hà Nội"
Toàn căn 3 phòng ngủ - Bán ngang giá HĐ - Hàng độc quyền - Eco Green Sài Gòn,82 m²,4.18 tỷ,3,2,"Quận 7, Hồ Chí Minh"
Cần bán căn 3 ngủ 90m2 view hồ khu Tonkin giá 3.8 tỷ full nội thất liền tường ký trực tiếp CĐT,90 m²,3.8 tỷ,3,2,"Nam Từ Liêm, Hà Nội"
Cần bán căn 2 ngủ 2WC toà SA5 2.280 tỷ ký mới CĐT,60 m²,2.25 tỷ,2,2,"Nam Từ Liêm, Hà Nội"
